"subj","age","item","freq","gram","rating","accuracy","region","word","rt"
10,24,8,"high","no",1,1,2,"old",354.145028375531
10,24,9,"high","no",3,1,2,"old",542.019518010184
10,24,10,"high","no",3,1,2,"old",456.577110452131
10,24,11,"low","yes",5,1,2,"old",363.779356156191
10,24,12,"low","yes",3,1,2,"old",341.611062018515
10,24,13,"low","yes",4,1,2,"old",281.639768774569
10,24,14,"low","yes",4,1,2,"old",497.310604239481
10,24,15,"low","yes",5,1,2,"old",360.666326084428
10,24,16,"low","no",2,1,2,"old",333.086736339665
10,24,17,"low","no",2,1,2,"old",310.510911685864
10,24,18,"low","no",1,1,2,"old",465.456004640471
10,24,19,"low","no",1,1,2,"old",322.266082605221
10,24,20,"low","no",2,1,2,"old",456.308691456472
11,36,1,"high","yes",4,1,2,"old",527.901504391012
11,36,2,"high","yes",5,1,2,"old",432.653904913192
11,36,3,"high","yes",4,1,2,"old",334.269659303411
11,36,4,"high","yes",3,1,2,"old",393.346598667012
11,36,5,"high","yes",3,1,2,"old",450.937795906571
11,36,6,"high","no",3,1,2,"old",461.537374577467
11,36,7,"high","no",1,0,2,"old",356.858753485031
11,36,8,"high","no",2,0,2,"old",420.393353864866
11,36,9,"high","no",2,1,2,"old",355.941205739225
11,36,10,"high","no",3,1,2,"old",378.977807217838
11,36,11,"low","yes",3,1,2,"old",504.249546770658
11,36,12,"low","yes",5,1,2,"old",406.988813987716
11,36,13,"low","yes",5,1,2,"old",511.351693468226
11,36,14,"low","yes",4,1,2,"old",309.798854474131
11,36,15,"low","yes",3,1,2,"old",331.487173217223
11,36,16,"low","no",1,1,2,"old",468.644512455467
11,36,17,"low","no",1,1,2,"old",321.296637109921
11,36,18,"low","no",1,1,2,"old",304.583478801594
11,36,19,"low","no",3,1,2,"old",595.053521713541
11,36,20,"low","no",1,1,2,"old",501.625606265034
12,51,1,"high","yes",3,1,2,"old",397.516048364036
12,51,2,"high","yes",4,1,2,"old",260.139072114229
12,51,3,"high","yes",5,1,2,"old",413.366760644769
12,51,4,"high","yes",3,1,2,"old",354.79812526957
12,51,5,"high","yes",5,1,2,"old",541.170751506302
12,51,6,"high","no",3,1,2,"old",521.421138619101
12,51,7,"high","no",1,1,2,"old",536.387051071416
12,51,8,"high","no",5,1,2,"old",492.444981045426
12,51,9,"high","no",1,1,2,"old",422.185622036448
12,51,10,"high","no",1,1,2,"old",344.272355605025
12,51,11,"low","yes",3,1,2,"old",461.872790030427
12,51,12,"low","yes",1,1,2,"old",390.782951313843
12,51,13,"low","yes",4,1,2,"old",282.711736196042
12,51,14,"low","yes",2,1,2,"old",369.211650142955
12,51,15,"low","yes",5,1,2,"old",462.646664435365
12,51,16,"low","no",1,1,2,"old",462.101176521681
12,51,17,"low","no",4,1,2,"old",422.459752741845
12,51,18,"low","no",3,1,2,"old",469.154821886387
12,51,19,"low","no",1,1,2,"old",367.34696065361
12,51,20,"low","no",4,0,2,"old",435.353333676018
13,49,1,"high","yes",5,1,2,"old",392.479190145535
13,49,2,"high","yes",5,1,2,"old",246.788456517764
13,49,3,"high","yes",4,1,2,"old",521.988533908724
13,49,4,"high","yes",4,1,2,"old",343.428690847905
13,49,5,"high","yes",2,1,2,"old",295.042110281215
13,49,6,"high","no",3,1,2,"old",413.764482928909
13,49,7,"high","no",2,1,2,"old",391.076222488907
13,49,8,"high","no",2,1,2,"old",310.863556097676
13,49,9,"high","no",4,1,2,"old",414.796902610655
13,49,10,"high","no",3,1,2,"old",370.960523858735
13,49,11,"low","yes",5,1,2,"old",294.865774729913
13,49,12,"low","yes",4,1,2,"old",472.937622231469
13,49,13,"low","yes",5,1,2,"old",506.205439926111
13,49,14,"low","yes",5,1,2,"old",384.342666359937
13,49,15,"low","yes",3,1,2,"old",465.018156350583
13,49,16,"low","no",1,1,2,"old",473.262277496897
13,49,17,"low","no",1,1,2,"old",425.710300256229
13,49,18,"low","no",1,1,2,"old",414.369915725632
13,49,19,"low","no",1,0,2,"old",440.131392391952
13,49,20,"low","no",2,1,2,"old",353.803960430432
14,33,1,"high","yes",5,1,2,"old",479.745429943125
14,33,2,"high","yes",5,1,2,"old",417.399225399191
14,33,3,"high","yes",4,1,2,"old",381.949084762644
14,33,4,"high","yes",4,1,2,"old",334.673403944409
14,33,5,"high","yes",3,1,2,"old",470.973503806543
14,33,6,"high","no",3,1,2,"old",361.996752648031
14,33,7,"high","no",3,1,2,"old",387.722106586186
14,33,8,"high","no",2,1,2,"old",448.061033803266
14,33,9,"high","no",4,1,2,"old",427.462752820784
14,33,10,"high","no",2,1,2,"old",410.637046261281
14,33,11,"low","yes",4,0,2,"old",350.013329114276
14,33,12,"low","yes",2,1,2,"old",301.019098218367
14,33,13,"low","yes",4,1,2,"old",418.319066617799
14,33,14,"low","yes",2,1,2,"old",407.622974231605
14,33,15,"low","yes",4,1,2,"old",315.18524469471
14,33,16,"low","no",2,1,2,"old",392.510736090712
14,33,17,"low","no",4,1,2,"old",537.186479542739
14,33,18,"low","no",5,1,2,"old",437.205833022355
14,33,19,"low","no",2,1,2,"old",487.558153610722
14,33,20,"low","no",2,1,2,"old",361.832183202395
15,56,1,"high","yes",5,1,2,"old",423.473720460349
15,56,2,"high","yes",1,1,2,"old",442.897655776392
15,56,3,"high","yes",4,1,2,"old",454.712422881164
15,56,4,"high","yes",3,1,2,"old",352.064143327113
15,56,5,"high","yes",4,1,2,"old",385.941672198192
15,56,6,"high","no",2,0,2,"old",536.437235978335
15,56,7,"high","no",1,0,2,"old",487.251191900578
15,56,8,"high","no",2,1,2,"old",349.271649182502
15,56,9,"high","no",2,0,2,"old",385.272089750071
15,56,10,"high","no",3,0,2,"old",512.376150007591
15,56,11,"low","yes",1,1,2,"old",383.531809196919
15,56,12,"low","yes",5,1,2,"old",540.321001480964
15,56,13,"low","yes",5,1,2,"old",501.04544334209
15,56,14,"low","yes",4,0,2,"old",468.885055222725
15,56,15,"low","yes",4,0,2,"old",631.506493864646
15,56,16,"low","no",1,1,2,"old",452.630885876501
15,56,17,"low","no",3,0,2,"old",484.591394509056
15,56,18,"low","no",1,1,2,"old",432.906251071549
15,56,19,"low","no",2,0,2,"old",478.953843350476
15,56,20,"low","no",5,1,2,"old",471.027034433709
16,39,1,"high","yes",4,1,2,"old",413.834403256002
16,39,2,"high","yes",3,1,2,"old",345.438747525201
16,39,3,"high","yes",4,1,2,"old",479.507169600964
16,39,4,"high","yes",5,1,2,"old",393.502696681385
16,39,5,"high","yes",5,1,2,"old",421.049946801374
16,39,6,"high","no",2,0,2,"old",412.298967028321
16,39,7,"high","no",2,1,2,"old",390.941914086244
16,39,8,"high","no",1,1,2,"old",387.929217737262
16,39,9,"high","no",2,1,2,"old",205.041373149442
16,39,10,"high","no",3,1,2,"old",380.85791995366
16,39,11,"low","yes",4,1,2,"old",417.011874596161
16,39,12,"low","yes",2,1,2,"old",349.538500961529
16,39,13,"low","yes",4,1,2,"old",504.027782391165
16,39,14,"low","yes",4,1,2,"old",458.845794846734
16,39,15,"low","yes",3,1,2,"old",349.78723879515
16,39,16,"low","no",2,1,2,"old",622.780318816004
16,39,17,"low","no",1,1,2,"old",490.203649075932
16,39,18,"low","no",1,1,2,"old",285.921860563384
16,39,19,"low","no",1,1,2,"old",333.100487850813
16,39,20,"low","no",2,1,2,"old",303.20695299867
17,34,1,"high","yes",3,1,2,"old",270.364846253303
17,34,2,"high","yes",5,1,2,"old",417.036567481447
17,34,3,"high","yes",5,1,2,"old",370.427555155011
17,34,4,"high","yes",5,1,2,"old",422.04630523243
17,34,5,"high","yes",5,1,2,"old",501.802847888662
17,34,6,"high","no",1,1,2,"old",413.447237612224
17,34,7,"high","no",3,1,2,"old",209.798178668182
17,34,8,"high","no",3,1,2,"old",374.215484174173
17,34,9,"high","no",4,1,2,"old",386.097536203939
17,34,10,"high","no",2,1,2,"old",543.122328555099
17,34,11,"low","yes",2,1,2,"old",388.737590512442
17,34,12,"low","yes",5,1,2,"old",423.819504325906
17,34,13,"low","yes",3,1,2,"old",445.155207231607
17,34,14,"low","yes",5,0,2,"old",464.69430716698
17,34,15,"low","yes",5,0,2,"old",501.527732127087
17,34,16,"low","no",4,1,2,"old",474.077592843619
17,34,17,"low","no",3,1,2,"old",351.558197535602
17,34,18,"low","no",1,1,2,"old",394.849962513671
17,34,19,"low","no",4,1,2,"old",452.228337183869
17,34,20,"low","no",1,1,2,"old",402.528438204489
18,47,1,"high","yes",3,1,2,"old",280.619149936644
18,47,2,"high","yes",5,1,2,"old",435.720592568959
18,47,3,"high","yes",5,1,2,"old",317.977511621686
18,47,4,"high","yes",2,1,2,"old",369.867382855283
18,47,5,"high","yes",2,1,2,"old",414.185175436041
18,47,6,"high","no",3,1,2,"old",342.544180624568
18,47,7,"high","no",3,1,2,"old",514.308093723684
18,47,8,"high","no",1,1,2,"old",318.094588752171
18,47,9,"high","no",3,1,2,"old",396.810011010578
18,47,10,"high","no",3,1,2,"old",353.477338012576
18,47,11,"low","yes",4,1,2,"old",315.56924029857
18,47,12,"low","yes",4,1,2,"old",439.201345445779
18,47,13,"low","yes",2,0,2,"old",470.065636697722
18,47,14,"low","yes",5,1,2,"old",267.348035207128
18,47,15,"low","yes",5,1,2,"old",432.308488211144
18,47,16,"low","no",1,1,2,"old",457.631116819343
18,47,17,"low","no",2,1,2,"old",526.212170945534
18,47,18,"low","no",4,1,2,"old",297.887255775685
18,47,19,"low","no",2,1,2,"old",399.435817004843
18,47,20,"low","no",1,1,2,"old",341.480415614564
19,30,1,"high","yes",4,1,2,"old",233.421715286206
19,30,2,"high","yes",3,1,2,"old",479.951397061396
19,30,3,"high","yes",5,1,2,"old",386.800071313459
19,30,4,"high","yes",5,1,2,"old",354.57613911232
19,30,5,"high","yes",2,1,2,"old",415.416758293987
19,30,6,"high","no",2,1,2,"old",489.043747806926
19,30,7,"high","no",3,1,2,"old",351.117760829948
19,30,8,"high","no",1,1,2,"old",439.45463384336
19,30,9,"high","no",3,1,2,"old",394.963040557703
19,30,10,"high","no",2,1,2,"old",305.480605282958
19,30,11,"low","yes",4,1,2,"old",321.805689757836
19,30,12,"low","yes",4,1,2,"old",386.228642838355
19,30,13,"low","yes",4,1,2,"old",382.012720672069
19,30,14,"low","yes",5,0,2,"old",387.68249137713
19,30,15,"low","yes",5,1,2,"old",396.856326921026
19,30,16,"low","no",3,1,2,"old",328.933800904509
19,30,17,"low","no",3,1,2,"old",339.381174882558
19,30,18,"low","no",2,1,2,"old",178.889960733129
19,30,19,"low","no",4,1,2,"old",385.984903692407
19,30,20,"low","no",3,1,2,"old",430.117098363813
20,38,1,"high","yes",4,1,2,"old",281.664955119839
20,38,2,"high","yes",5,1,2,"old",432.449348311092
20,38,3,"high","yes",4,1,2,"old",365.188210442663
20,38,4,"high","yes",5,1,2,"old",380.358113568854
20,38,5,"high","yes",4,1,2,"old",494.694731490698
20,38,6,"high","no",1,1,2,"old",350.482195076352
20,38,7,"high","no",2,1,2,"old",306.762186348462
20,38,8,"high","no",3,1,2,"old",447.942097988299
20,38,9,"high","no",1,1,2,"old",480.274305906792
20,38,10,"high","no",1,1,2,"old",530.50404870392
20,38,11,"low","yes",3,1,2,"old",166.564829098237
20,38,12,"low","yes",5,1,2,"old",371.850146878172
20,38,13,"low","yes",2,1,2,"old",321.143004220054
20,38,14,"low","yes",5,1,2,"old",541.387445658979
20,38,15,"low","yes",5,1,2,"old",344.830587325952
20,38,16,"low","no",1,1,2,"old",307.668482274922
20,38,17,"low","no",2,1,2,"old",352.495023489469
20,38,18,"low","no",1,1,2,"old",313.731166608049
20,38,19,"low","no",1,1,2,"old",341.010893317528
20,38,20,"low","no",1,1,2,"old",416.630869073762
21,23,1,"high","yes",3,1,2,"old",479.218901179185
21,23,2,"high","yes",5,1,2,"old",405.568627601002
21,23,3,"high","yes",5,1,2,"old",491.989939935499
21,23,4,"high","yes",4,1,2,"old",468.220284005923
21,23,5,"high","yes",5,1,2,"old",452.080956394477
21,23,6,"high","no",2,1,2,"old",505.164389342303
21,23,7,"high","no",3,1,2,"old",298.73142819084
21,23,8,"high","no",3,1,2,"old",315.659421280551
21,23,9,"high","no",2,1,2,"old",471.198791359426
21,23,10,"high","no",3,1,2,"old",412.105061222637
21,23,11,"low","yes",4,1,2,"old",423.758415503485
21,23,12,"low","yes",3,1,2,"old",381.375874179216
21,23,13,"low","yes",3,1,2,"old",466.741453021021
21,23,14,"low","yes",4,1,2,"old",303.160879663655
21,23,15,"low","yes",5,1,2,"old",455.394624996886
21,23,16,"low","no",2,1,2,"old",409.667732879898
21,23,17,"low","no",2,1,2,"old",425.803276581668
21,23,18,"low","no",2,1,2,"old",416.928263692667
21,23,19,"low","no",1,1,2,"old",461.775145204891
21,23,20,"low","no",1,1,2,"old",312.796107899233
22,64,1,"high","yes",5,1,2,"old",389.16072994343
22,64,2,"high","yes",4,0,2,"old",510.308711076842
22,64,3,"high","yes",5,1,2,"old",496.751248470961
22,64,4,"high","yes",5,1,2,"old",487.220372965024
22,64,5,"high","yes",4,1,2,"old",304.489522519557
22,64,6,"high","no",1,0,2,"old",439.470870052541
22,64,7,"high","no",2,1,2,"old",296.983162227714
22,64,8,"high","no",2,1,2,"old",298.693886995084
22,64,9,"high","no",3,1,2,"old",401.091696471336
22,64,10,"high","no",3,0,2,"old",454.942410055243
22,64,11,"low","yes",5,1,2,"old",523.410727240711
22,64,12,"low","yes",5,1,2,"old",494.295722580916
22,64,13,"low","yes",3,1,2,"old",484.716683834467
22,64,14,"low","yes",4,0,2,"old",422.839456591204
22,64,15,"low","yes",4,1,2,"old",390.00024895243
22,64,16,"low","no",1,0,2,"old",501.692448784957
22,64,17,"low","no",1,1,2,"old",633.721845917708
22,64,18,"low","no",2,1,2,"old",449.291874324208
22,64,19,"low","no",1,1,2,"old",575.513023252302
22,64,20,"low","no",1,1,2,"old",450.865700267467
23,53,1,"high","yes",5,1,2,"old",459.802239977549
23,53,2,"high","yes",4,1,2,"old",555.216383421695
23,53,3,"high","yes",4,1,2,"old",431.659308100958
23,53,4,"high","yes",3,1,2,"old",410.296593986375
23,53,5,"high","yes",5,1,2,"old",330.863023846003
23,53,6,"high","no",1,1,2,"old",442.359488814814
23,53,7,"high","no",2,1,2,"old",566.08274278207
23,53,8,"high","no",2,1,2,"old",450.236338808322
23,53,9,"high","no",1,1,2,"old",457.44574201173
23,53,10,"high","no",2,1,2,"old",308.223357851629
23,53,11,"low","yes",2,0,2,"old",266.768554519042
23,53,12,"low","yes",5,1,2,"old",527.103388672655
23,53,13,"low","yes",5,1,2,"old",419.082580454302
23,53,14,"low","yes",5,1,2,"old",430.647561150842
23,53,15,"low","yes",3,1,2,"old",332.57507279069
23,53,16,"low","no",1,1,2,"old",333.814543545179
23,53,17,"low","no",2,1,2,"old",346.475265932556
23,53,18,"low","no",1,1,2,"old",443.349780099573
23,53,19,"low","no",2,0,2,"old",431.707186581717
23,53,20,"low","no",1,1,2,"old",430.549202775513
24,40,1,"high","yes",5,1,2,"old",484.337107191518
24,40,2,"high","yes",3,1,2,"old",339.162138757315
24,40,3,"high","yes",2,1,2,"old",328.400804006775
24,40,4,"high","yes",3,1,2,"old",509.812935012193
24,40,5,"high","yes",5,0,2,"old",342.324381624731
24,40,6,"high","no",2,0,2,"old",439.923106393301
24,40,7,"high","no",1,1,2,"old",490.577731027581
24,40,8,"high","no",4,1,2,"old",382.774142083473
24,40,9,"high","no",2,1,2,"old",281.02539046372
24,40,10,"high","no",2,1,2,"old",390.727845780792
24,40,11,"low","yes",5,1,2,"old",480.669536689961
24,40,12,"low","yes",5,1,2,"old",398.143410220827
24,40,13,"low","yes",5,1,2,"old",399.391438464497
24,40,14,"low","yes",2,1,2,"old",318.382864364123
24,40,15,"low","yes",5,1,2,"old",422.712687307529
24,40,16,"low","no",1,1,2,"old",339.427652394514
24,40,17,"low","no",1,1,2,"old",423.878474836867
24,40,18,"low","no",1,1,2,"old",270.325476831909
24,40,19,"low","no",1,1,2,"old",480.715467449654
24,40,20,"low","no",2,1,2,"old",430.759586156219
25,47,1,"high","yes",5,1,2,"old",395.586689314706
25,47,2,"high","yes",5,1,2,"old",378.6660810159
25,47,3,"high","yes",5,1,2,"old",362.852983734919
25,47,4,"high","yes",5,1,2,"old",439.280024012905
25,47,5,"high","yes",4,1,2,"old",379.999505255178
25,47,6,"high","no",2,1,2,"old",513.227032453006
25,47,7,"high","no",3,1,2,"old",219.256222195221
25,47,8,"high","no",1,1,2,"old",452.772217985093
25,47,9,"high","no",1,1,2,"old",488.12232072174
25,47,10,"high","no",3,1,2,"old",398.641633358861
25,47,11,"low","yes",5,1,2,"old",422.827916186688
25,47,12,"low","yes",4,1,2,"old",462.611886378019
25,47,13,"low","yes",4,1,2,"old",402.324889767584
25,47,14,"low","yes",3,1,2,"old",452.831898063492
25,47,15,"low","yes",5,1,2,"old",504.499826281161
25,47,16,"low","no",1,1,2,"old",308.268498610141
25,47,17,"low","no",3,1,2,"old",479.024143094225
25,47,18,"low","no",4,1,2,"old",262.194638161484
25,47,19,"low","no",1,0,2,"old",463.96601338782
25,47,20,"low","no",1,1,2,"old",396.099960001373
26,42,1,"high","yes",4,1,2,"old",418.101795033036
26,42,2,"high","yes",5,1,2,"old",456.638168459567
26,42,3,"high","yes",4,1,2,"old",446.949467077161
26,42,4,"high","yes",5,1,2,"old",335.545783777195
26,42,5,"high","yes",5,1,2,"old",420.907031842389
26,42,6,"high","no",3,1,2,"old",529.953350153015
26,42,7,"high","no",5,1,2,"old",463.335563769317
26,42,8,"high","no",3,1,2,"old",363.231140332194
26,42,9,"high","no",1,1,2,"old",316.062922770149
26,42,10,"high","no",1,1,2,"old",309.703834315721
26,42,11,"low","yes",4,1,2,"old",300.57258065482
26,42,12,"low","yes",2,0,2,"old",413.014846730254
26,42,13,"low","yes",5,0,2,"old",445.228591175874
26,42,14,"low","yes",3,1,2,"old",391.622804298444
26,42,15,"low","yes",2,1,2,"old",368.113936243462
26,42,16,"low","no",1,1,2,"old",508.384517230011
26,42,17,"low","no",2,1,2,"old",447.940921439845
26,42,18,"low","no",1,1,2,"old",344.486782660326
26,42,19,"low","no",1,1,2,"old",484.469437047399
26,42,20,"low","no",1,1,2,"old",365.106411403347
27,54,1,"high","yes",4,0,2,"old",479.634175224953
27,54,2,"high","yes",4,1,2,"old",429.64584646478
27,54,3,"high","yes",4,1,2,"old",434.022370904607
27,54,4,"high","yes",4,1,2,"old",284.719913599481
27,54,5,"high","yes",5,1,2,"old",254.449324206689
27,54,6,"high","no",2,1,2,"old",320.561405696028
27,54,7,"high","no",1,1,2,"old",485.698206882416
27,54,8,"high","no",3,1,2,"old",353.860853106461
27,54,9,"high","no",2,1,2,"old",478.436394241363
27,54,10,"high","no",1,0,2,"old",562.547814657082
27,54,11,"low","yes",4,1,2,"old",315.499374462419
27,54,12,"low","yes",5,0,2,"old",531.815286858683
27,54,13,"low","yes",5,1,2,"old",437.740642479139
27,54,14,"low","yes",5,1,2,"old",444.680119061558
27,54,15,"low","yes",5,1,2,"old",353.240722502945
27,54,16,"low","no",2,1,2,"old",465.509610094555
27,54,17,"low","no",3,1,2,"old",334.983344834019
27,54,18,"low","no",2,1,2,"old",431.36890846421
27,54,19,"low","no",2,1,2,"old",376.969264146803
27,54,20,"low","no",1,1,2,"old",404.699085815479
28,53,1,"high","yes",5,1,2,"old",218.812178980831
28,53,2,"high","yes",5,1,2,"old",325.197740130117
28,53,3,"high","yes",5,0,2,"old",389.393642428251
28,53,4,"high","yes",5,1,2,"old",351.671419282851
28,53,5,"high","yes",4,1,2,"old",429.452565359258
28,53,6,"high","no",4,1,2,"old",473.803242707599
28,53,7,"high","no",2,1,2,"old",358.584370945685
28,53,8,"high","no",3,1,2,"old",518.447407867002
28,53,9,"high","no",3,1,2,"old",360.308452629336
28,53,10,"high","no",4,1,2,"old",572.807820232432
28,53,11,"low","yes",2,1,2,"old",519.295943899315
28,53,12,"low","yes",5,1,2,"old",459.970285690222
28,53,13,"low","yes",4,1,2,"old",306.824245598262
28,53,14,"low","yes",3,1,2,"old",375.995920594246
28,53,15,"low","yes",4,1,2,"old",393.891677393966
28,53,16,"low","no",3,1,2,"old",357.141240638886
28,53,17,"low","no",2,1,2,"old",435.531631397637
28,53,18,"low","no",2,1,2,"old",493.34183921297
28,53,19,"low","no",2,1,2,"old",331.826143368014
28,53,20,"low","no",2,1,2,"old",497.707833579642
29,41,1,"high","yes",5,1,2,"old",387.286907833292
29,41,2,"high","yes",4,1,2,"old",532.842558130046
29,41,3,"high","yes",5,1,2,"old",337.823395852688
29,41,4,"high","yes",4,1,2,"old",448.194520184378
29,41,5,"high","yes",4,1,2,"old",582.620313502709
29,41,6,"high","no",3,1,2,"old",350.369631852842
29,41,7,"high","no",1,1,2,"old",536.857601286438
29,41,8,"high","no",2,1,2,"old",375.413054820076
29,41,9,"high","no",3,1,2,"old",417.016840739695
29,41,10,"high","no",2,1,2,"old",375.881726774848
29,41,11,"low","yes",4,1,2,"old",425.614764110067
29,41,12,"low","yes",5,1,2,"old",403.118575176067
29,41,13,"low","yes",5,1,2,"old",384.062759558194
29,41,14,"low","yes",3,1,2,"old",427.980259997564
29,41,15,"low","yes",5,1,2,"old",286.442352233573
29,41,16,"low","no",1,1,2,"old",358.286005268092
29,41,17,"low","no",4,1,2,"old",437.18444294772
29,41,18,"low","no",1,1,2,"old",435.18950425885
29,41,19,"low","no",1,1,2,"old",391.095846632553
29,41,20,"low","no",1,0,2,"old",441.504054559916
30,40,1,"high","yes",4,1,2,"old",448.759408626282
30,40,2,"high","yes",5,1,2,"old",390.148279252516
30,40,3,"high","yes",4,1,2,"old",341.317852349659
30,40,4,"high","yes",5,1,2,"old",502.71469376076
30,40,5,"high","yes",4,1,2,"old",263.398538547467
30,40,6,"high","no",3,0,2,"old",442.396220383424
30,40,7,"high","no",3,1,2,"old",419.783292588367
30,40,8,"high","no",2,1,2,"old",321.323487102293
30,40,9,"high","no",1,1,2,"old",441.360887562015
30,40,10,"high","no",2,1,2,"old",215.237161528868
30,40,11,"low","yes",5,1,2,"old",389.732412568343
30,40,12,"low","yes",3,1,2,"old",377.774400642712
30,40,13,"low","yes",4,1,2,"old",398.799190891344
30,40,14,"low","yes",4,1,2,"old",522.090062957902
30,40,15,"low","yes",3,0,2,"old",358.358741338173
30,40,16,"low","no",1,1,2,"old",420.605147309516
30,40,17,"low","no",1,1,2,"old",371.153754832443
30,40,18,"low","no",1,1,2,"old",452.633030780294
30,40,19,"low","no",1,1,2,"old",532.972145754893
30,40,20,"low","no",1,0,2,"old",500.578435526255
31,43,1,"high","yes",5,1,2,"old",289.585122716563
31,43,2,"high","yes",3,1,2,"old",465.447690525005
31,43,3,"high","yes",4,1,2,"old",375.452547025244
31,43,4,"high","yes",5,1,2,"old",369.16371135641
31,43,5,"high","yes",5,1,2,"old",329.547238597324
31,43,6,"high","no",2,1,2,"old",426.053197833472
31,43,7,"high","no",4,1,2,"old",400.580300985636
31,43,8,"high","no",2,1,2,"old",328.431012677866
31,43,9,"high","no",4,1,2,"old",360.965870796314
31,43,10,"high","no",2,1,2,"old",368.044293671443
31,43,11,"low","yes",3,1,2,"old",372.198269534545
31,43,12,"low","yes",5,1,2,"old",359.116157651578
31,43,13,"low","yes",4,1,2,"old",415.325066211258
31,43,14,"low","yes",4,0,2,"old",301.432832028703
31,43,15,"low","yes",5,1,2,"old",345.006566232611
31,43,16,"low","no",4,0,2,"old",465.165649044013
31,43,17,"low","no",5,1,2,"old",392.621544131092
31,43,18,"low","no",1,1,2,"old",305.308761370214
31,43,19,"low","no",3,1,2,"old",427.23951905643
31,43,20,"low","no",1,0,2,"old",386.170909989432
32,37,1,"high","yes",3,1,2,"old",383.817445143487
32,37,2,"high","yes",5,1,2,"old",405.638731816992
32,37,3,"high","yes",1,1,2,"old",321.691072167296
32,37,4,"high","yes",5,1,2,"old",394.989952479575
32,37,5,"high","yes",4,1,2,"old",405.574511870434
32,37,6,"high","no",5,0,2,"old",316.961294156349
32,37,7,"high","no",3,1,2,"old",508.717285841117
32,37,8,"high","no",2,1,2,"old",355.827395253617
32,37,9,"high","no",2,1,2,"old",338.173475241146
32,37,10,"high","no",3,1,2,"old",378.611478949107
32,37,11,"low","yes",5,0,2,"old",439.416731360282
32,37,12,"low","yes",4,1,2,"old",390.965447823017
32,37,13,"low","yes",4,1,2,"old",426.302174611642
32,37,14,"low","yes",3,1,2,"old",426.664711172588
32,37,15,"low","yes",4,1,2,"old",418.224532385597
32,37,16,"low","no",1,1,2,"old",298.666910540434
32,37,17,"low","no",3,1,2,"old",246.288509979958
32,37,18,"low","no",2,1,2,"old",392.010831827158
32,37,19,"low","no",1,1,2,"old",466.061005342968
32,37,20,"low","no",4,1,2,"old",410.10887174679
33,43,1,"high","yes",4,1,2,"old",402.093773335971
33,43,2,"high","yes",5,1,2,"old",433.143625040678
33,43,3,"high","yes",5,1,2,"old",388.408134614138
33,43,4,"high","yes",4,1,2,"old",275.667042718121
33,43,5,"high","yes",5,1,2,"old",265.381965104911
33,43,6,"high","no",1,1,2,"old",281.902847010341
33,43,7,"high","no",5,0,2,"old",333.141668767886
33,43,8,"high","no",1,1,2,"old",344.507019971857
33,43,9,"high","no",2,0,2,"old",356.336429925375
33,43,10,"high","no",2,1,2,"old",387.814280002934
33,43,11,"low","yes",1,0,2,"old",346.305296451518
33,43,12,"low","yes",4,1,2,"old",360.720861613436
33,43,13,"low","yes",5,1,2,"old",304.576216329523
33,43,14,"low","yes",5,1,2,"old",331.278878024822
33,43,15,"low","yes",5,1,2,"old",455.210596545946
33,43,16,"low","no",1,1,2,"old",355.987209662999
33,43,17,"low","no",3,1,2,"old",531.420338400713
33,43,18,"low","no",2,1,2,"old",372.537585873124
33,43,19,"low","no",1,1,2,"old",333.83157619059
33,43,20,"low","no",5,1,2,"old",427.551853968814
34,30,1,"high","yes",5,1,2,"old",246.388416238558
34,30,2,"high","yes",2,1,2,"old",251.871324401834
34,30,3,"high","yes",4,1,2,"old",494.632974387406
34,30,4,"high","yes",2,1,2,"old",488.333179903168
34,30,5,"high","yes",5,1,2,"old",487.566549237836
34,30,6,"high","no",3,1,2,"old",491.386033543549
34,30,7,"high","no",2,1,2,"old",561.021818705627
34,30,8,"high","no",2,1,2,"old",272.093169722353
34,30,9,"high","no",3,1,2,"old",438.07886090203
34,30,10,"high","no",2,1,2,"old",382.312325339977
34,30,11,"low","yes",3,1,2,"old",507.272200122189
34,30,12,"low","yes",3,1,2,"old",516.538570147348
34,30,13,"low","yes",5,1,2,"old",459.632325348005
34,30,14,"low","yes",5,1,2,"old",456.69914936823
34,30,15,"low","yes",4,1,2,"old",410.67124232324
34,30,16,"low","no",3,1,2,"old",573.419540054541
34,30,17,"low","no",2,1,2,"old",363.357000867811
34,30,18,"low","no",1,0,2,"old",230.167434978457
34,30,19,"low","no",1,1,2,"old",423.716858545034
34,30,20,"low","no",1,1,2,"old",414.761486423208
35,29,1,"high","yes",5,1,2,"old",446.191110122442
35,29,2,"high","yes",2,1,2,"old",419.559976605602
35,29,3,"high","yes",5,1,2,"old",456.175566499808
35,29,4,"high","yes",4,1,2,"old",381.196405246643
35,29,5,"high","yes",5,1,2,"old",405.946540004894
35,29,6,"high","no",3,1,2,"old",403.04793046043
35,29,7,"high","no",2,1,2,"old",361.93915253847
35,29,8,"high","no",5,1,2,"old",308.403711418957
35,29,9,"high","no",4,1,2,"old",288.646546294099
35,29,10,"high","no",2,1,2,"old",636.338629228439
35,29,11,"low","yes",5,1,2,"old",470.952743788023
35,29,12,"low","yes",5,1,2,"old",519.275999618087
35,29,13,"low","yes",4,0,2,"old",396.309511779892
35,29,14,"low","yes",3,1,2,"old",426.44626455658
